brand_index,brand,query_keyword,brand_shop_detail_url,released_date,category,original_item,event,item
1,로우퀘스트,['RAWQUEST'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A011434,2024-08-19,"['선케어', '스킨케어', '클렌징']",브랜드관^로우퀘스트_베스트^로우퀘스트 베리어 인핸싱 선크림 50mL,True,로우퀘스트 베리어 인핸싱 선크림
1,로우퀘스트,['RAWQUEST'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A011434,2024-08-19,"['선케어', '스킨케어', '클렌징']",브랜드관^로우퀘스트_베스트^로우퀘스트 에키네시아 카밍 모이스처 앰플 50ml,True,로우퀘스트 에키네시아 카밍 모이스처 앰플
1,로우퀘스트,['RAWQUEST'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A011434,2024-08-19,"['선케어', '스킨케어', '클렌징']",브랜드관^로우퀘스트_베스트^로우퀘스트 베리어 인핸싱 토너 투 에센스 200ml,True,로우퀘스트 베리어 인핸싱 토너 투 에센스
1,로우퀘스트,['RAWQUEST'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A011434,2024-08-19,"['선케어', '스킨케어', '클렌징']",브랜드관^로우퀘스트_베스트^로우퀘스트 에키네시아 카밍 모이스처 젤 크림 50ml,True,로우퀘스트 에키네시아 카밍 모이스처 젤 크림
1,로우퀘스트,['RAWQUEST'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A011434,2024-08-19,"['선케어', '스킨케어', '클렌징']",브랜드관^로우퀘스트_베스트^로우퀘스트 에키네시아 에어리 선스틱 19g,True,로우퀘스트 에키네시아 에어리 선스틱
1,로우퀘스트,['RAWQUEST'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A011434,2024-08-19,"['선케어', '스킨케어', '클렌징']",브랜드관^로우퀘스트_베스트^로우퀘스트 베리어 인핸싱 클렌저 190ml,False,로우퀘스트 베리어 인핸싱 클렌저
1,로우퀘스트,['RAWQUEST'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A011434,2024-08-19,"['선케어', '스킨케어', '클렌징']",브랜드관^로우퀘스트_베스트^로우퀘스트 베리어 리커버리 크림 80ml,True,로우퀘스트 베리어 리커버리 크림
2,아넷사,['ANESSA'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A000278,2024-08-19,['선케어'],브랜드관^아넷사_베스트^아넷사 퍼펙트 UV 선스크린 스킨케어 스프레이 60g,True,아넷사 퍼펙트 UV 선스크린 스킨케어 스프레이
2,아넷사,['ANESSA'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A000278,2024-08-19,['선케어'],브랜드관^아넷사_베스트^아넷사 데이세럼 30ml,True,아넷사 데이세럼
2,아넷사,['ANESSA'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A000278,2024-08-19,['선케어'],브랜드관^아넷사_베스트^아넷사 퍼펙트 UV 선스크린 스킨케어 젤 90g 기획 (+15g*2ea),True,아넷사 퍼펙트 UV 선스크린 스킨케어 젤
2,아넷사,['ANESSA'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A000278,2024-08-19,['선케어'],브랜드관^아넷사_베스트^[NEW] 아넷사 퍼펙트 UV 선스크린 마일드 밀크 60ml,False,아넷사 퍼펙트 UV 선스크린 마일드 밀크
2,아넷사,['ANESSA'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A000278,2024-08-19,['선케어'],브랜드관^아넷사_베스트^[NEW] 아넷사 미네랄 UV 선스크린 마일드 젤 90g,False,아넷사 미네랄 UV 선스크린 마일드 젤
2,아넷사,['ANESSA'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A000278,2024-08-19,['선케어'],브랜드관^아넷사_베스트^[아시아No.1썬케어]아넷사 퍼펙트 UV 선스크린 스킨케어 밀크 60ml 기획 (+12ml*2ea),True,아넷사 퍼펙트 UV 선스크린 스킨케어 밀크
2,아넷사,['ANESSA'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A000278,2024-08-19,['선케어'],브랜드관^아넷사_베스트^아넷사 퍼펙트 UV 선스크린 스킨케어 밀크 NA 60ml,False,아넷사 퍼펙트 UV 선스크린 스킨케어 밀크 NA
2,아넷사,['ANESSA'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A000278,2024-08-19,['선케어'],브랜드관^아넷사_베스트^[NEW] 아넷사 브라이트닝 UV 선스크린 젤 90g,False,아넷사 브라이트닝 UV 선스크린 젤
3,써랏,['surratt'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A013097,2024-08-19,['메이크업'],브랜드관^써랏_베스트^써랏 써리얼 스킨 파운데이션 완드,False,써랏 써리얼 스킨 파운데이션 완드
3,써랏,['surratt'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A013097,2024-08-19,['메이크업'],브랜드관^써랏_베스트^[공용기] 써랏 쁘띠/그란데 팔레트,False,써랏 쁘띠/그란데 팔레트
3,써랏,['surratt'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A013097,2024-08-19,['메이크업'],브랜드관^써랏_베스트^써랏 엑스프레셔니스트 브라우 펜슬,True,써랏 엑스프레셔니스트 브라우 펜슬
3,써랏,['surratt'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A013097,2024-08-19,['메이크업'],브랜드관^써랏_베스트^써랏 렐레비 마스카라,False,써랏 렐레비 마스카라
3,써랏,['surratt'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A013097,2024-08-19,['메이크업'],브랜드관^써랏_베스트^써랏 그란데 팔레트,False,써랏 그란데 팔레트
3,써랏,['surratt'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A013097,2024-08-19,['메이크업'],브랜드관^써랏_베스트^써랏 립슬리크,False,써랏 립슬리크
3,써랏,['surratt'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A013097,2024-08-19,['메이크업'],브랜드관^써랏_베스트^써랏 오토마티크 립 크레용,True,써랏 오토마티크 립 크레용
3,써랏,['surratt'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A013097,2024-08-19,['메이크업'],브랜드관^써랏_베스트^써랏 스모키 아이 바톤,False,써랏 스모키 아이 바톤
3,써랏,['surratt'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A013097,2024-08-19,['메이크업'],브랜드관^써랏_베스트^써랏 오토그라피크 라이너,False,써랏 오토그라피크 라이너
3,써랏,['surratt'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A013097,2024-08-19,['메이크업'],브랜드관^써랏_베스트^써랏 아티스티크 리퀴드 블러쉬,False,써랏 아티스티크 리퀴드 블러쉬
4,어글리러블리,['UGLY LOVELY'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A011372,2024-08-19,['마스크팩'],브랜드관^어글리러블리_테마별상품전시_1^어글리러블리 수분 진정 포테이토 마스크 1매,True,어글리러블리 수분 진정 포테이토 마스크
4,어글리러블리,['UGLY LOVELY'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A011372,2024-08-19,['마스크팩'],브랜드관^어글리러블리_테마별상품전시_1^어글리러블리 생기 톤업 유자 마스크 100ml,False,어글리러블리 생기 톤업 유자 마스크
4,어글리러블리,['UGLY LOVELY'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A011372,2024-08-19,['마스크팩'],브랜드관^어글리러블리_테마별상품전시_1^어글리러블리 포테이토&만다린 마스크 8매 (+2매 증정기획),True,어글리러블리 포테이토&만다린 마스크
4,어글리러블리,['UGLY LOVELY'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A011372,2024-08-19,['마스크팩'],브랜드관^어글리러블리_베스트^어글리러블리 매끈 보들 피그 마스크 100ml,True,어글리러블리 매끈 보들 피그 마스크
4,어글리러블리,['UGLY LOVELY'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A011372,2024-08-19,['마스크팩'],브랜드관^어글리러블리_베스트^어글리러블리 영양 보습 만다린 마스크 1매,True,어글리러블리 영양 보습 만다린 마스크
4,어글리러블리,['UGLY LOVELY'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A011372,2024-08-19,['마스크팩'],브랜드관^어글리러블리_베스트^어글리러블리 광채 보습 캐롯 마스크 100ml,True,어글리러블리 광채 보습 캐롯 마스크
5,파파레서피,['paparecipe'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001382,2024-08-19,"['스킨케어', '마스크팩', '클렌징']",브랜드관^파파레서피_신상^파파레서피 마데케어 연고 33g,True,파파레서피 마데케어 연고
5,파파레서피,['paparecipe'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001382,2024-08-19,"['스킨케어', '마스크팩', '클렌징']",브랜드관^파파레서피_베스트^파파레서피 파파스 패치 노우즈,True,파파레서피 파파스 패치 노우즈
5,파파레서피,['paparecipe'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001382,2024-08-19,"['스킨케어', '마스크팩', '클렌징']","브랜드관^파파레서피_베스트^[올리브영 단독운영] 파파레서피 효소 파우더 클렌저 파우치 (1.2g*12개입) 3종 택1(블레미쉬, 가지, 티트리)",True,파파레서피 효소 파우더 클렌저 파우치
5,파파레서피,['paparecipe'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001382,2024-08-19,"['스킨케어', '마스크팩', '클렌징']",브랜드관^파파레서피_베스트^파파레서피 블레미쉬 크림 100ml,True,파파레서피 블레미쉬 크림
5,파파레서피,['paparecipe'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001382,2024-08-19,"['스킨케어', '마스크팩', '클렌징']",브랜드관^파파레서피_베스트^파파레서피 블레미쉬 클렌징 오일 300ml,False,파파레서피 블레미쉬 클렌징 오일
5,파파레서피,['paparecipe'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001382,2024-08-19,"['스킨케어', '마스크팩', '클렌징']",브랜드관^파파레서피_베스트^파파레서피 가지 클리어링 수분 각질 필링 패드 토너 70매,True,파파레서피 가지 클리어링 수분 각질 필링 패드 토너
5,파파레서피,['paparecipe'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001382,2024-08-19,"['스킨케어', '마스크팩', '클렌징']",브랜드관^파파레서피_베스트^파파레서피 블레미쉬 필링 토너 120ml,True,파파레서피 블레미쉬 필링 토너
5,파파레서피,['paparecipe'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001382,2024-08-19,"['스킨케어', '마스크팩', '클렌징']",브랜드관^파파레서피_베스트^[온라인/단독기획]파파레서피 블레미쉬(광채) 효소 파우더 클렌저 더블 기획 세트(브러쉬+크림7ml 증정),True,파파레서피 블레미쉬 효소 파우더 클렌저
5,파파레서피,['paparecipe'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001382,2024-08-19,"['스킨케어', '마스크팩', '클렌징']","브랜드관^파파레서피_베스트^파파레서피 효소 파우더 클렌저 마시마로 더블기획 3종 택1_마시마로 블레미쉬(광채),가지(보습),티트리(진정)",True,파파레서피 효소 파우더 클렌저 마시마로
5,파파레서피,['paparecipe'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001382,2024-08-19,"['스킨케어', '마스크팩', '클렌징']","브랜드관^파파레서피_베스트^파파레서피 효소 파우더 클렌저 50g 3종 택1 (블레미쉬(광채), 가지(보습), 티트리(진정))",False,파파레서피 효소 파우더 클렌저
6,키노닉스,['Keenoniks'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A002957,2024-08-19,"['스킨케어', '마스크팩', '클렌징']",브랜드관^키노닉스_베스트^키노닉스 양배추 각질 진정 토너 패드 70매 (+70매 리필기획),False,키노닉스 양배추 각질 진정 토너 패드
6,키노닉스,['Keenoniks'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A002957,2024-08-19,"['스킨케어', '마스크팩', '클렌징']",브랜드관^키노닉스_베스트^키노닉스 양배추 각질 진정 패드 70매,True,키노닉스 양배추 각질 진정 패드
6,키노닉스,['Keenoniks'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A002957,2024-08-19,"['스킨케어', '마스크팩', '클렌징']",브랜드관^키노닉스_베스트^키노닉스 원더 레미디 보습 크림 50ml,True,키노닉스 원더 레미디 보습 크림
6,키노닉스,['Keenoniks'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A002957,2024-08-19,"['스킨케어', '마스크팩', '클렌징']",브랜드관^키노닉스_베스트^키노닉스 아줄렌 수분 밀착 패드 증정 기획 (80매+10매),True,키노닉스 아줄렌 수분 밀착 패드
6,키노닉스,['Keenoniks'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A002957,2024-08-19,"['스킨케어', '마스크팩', '클렌징']",브랜드관^키노닉스_베스트^키노닉스 카모 원스텝 클렌징 패드 70매,True,키노닉스 카모 원스텝 클렌징 패드
8,아임프롬,"[""I'mfrom""]",https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A002202,2024-08-19,"['스킨케어', '마스크팩', '클렌징']",브랜드관^아임프롬_베스트^[재입고] 아임프롬 실리콘 마스크 브러쉬,False,아임프롬 실리콘 마스크 브러쉬
8,아임프롬,"[""I'mfrom""]",https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A002202,2024-08-19,"['스킨케어', '마스크팩', '클렌징']",브랜드관^아임프롬_베스트^아임프롬 머그워트 페미닌워시 300ml,False,아임프롬 머그워트 페미닌워시
8,아임프롬,"[""I'mfrom""]",https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A002202,2024-08-19,"['스킨케어', '마스크팩', '클렌징']",브랜드관^아임프롬_베스트^[셔누 PICK]아임프롬 허니 마스크 120g,True,아임프롬 허니 마스크
8,아임프롬,"[""I'mfrom""]",https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A002202,2024-08-19,"['스킨케어', '마스크팩', '클렌징']",브랜드관^아임프롬_베스트^[셔누PICK]아임프롬 피그 스크럽 마스크100g,False,아임프롬 피그 스크럽 마스크
8,아임프롬,"[""I'mfrom""]",https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A002202,2024-08-19,"['스킨케어', '마스크팩', '클렌징']",브랜드관^아임프롬_베스트^아임프롬 라이스 토너 150ml,True,아임프롬 라이스 토너
8,아임프롬,"[""I'mfrom""]",https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A002202,2024-08-19,"['스킨케어', '마스크팩', '클렌징']",브랜드관^아임프롬_베스트^[썸머썸머PICK/NEW]아임프롬 피그 엔자임 파우더 클렌저 50g,True,아임프롬 피그 엔자임 파우더 클렌저
8,아임프롬,"[""I'mfrom""]",https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A002202,2024-08-19,"['스킨케어', '마스크팩', '클렌징']",브랜드관^아임프롬_베스트^아임프롬 머그워트 시트 마스크 1매,False,아임프롬 머그워트 시트 마스크
8,아임프롬,"[""I'mfrom""]",https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A002202,2024-08-19,"['스킨케어', '마스크팩', '클렌징']",브랜드관^아임프롬_베스트^[셔누PICK/리뉴얼]아임프롬 머그워트 에센스150ml,True,아임프롬 머그워트 에센스
9,메디큐브,['medicube'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001925,2024-08-19,"['스킨케어', '바디케어', '마스크팩', '클렌징']",브랜드관^메디큐브_테마별상품전시_1^[모공/블랙헤드] 메디큐브 제로 모공 원데이 세럼 30ml,True,메디큐브 제로 모공 원데이 세럼
9,메디큐브,['medicube'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001925,2024-08-19,"['스킨케어', '바디케어', '마스크팩', '클렌징']",브랜드관^메디큐브_베스트^[모공축소/블랙헤드] 메디큐브 제로 모공 패드 2.0 70매,True,메디큐브 제로 모공 패드 2.0
9,메디큐브,['medicube'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001925,2024-08-19,"['스킨케어', '바디케어', '마스크팩', '클렌징']",브랜드관^메디큐브_베스트^[3분모공청소]메디큐브 제로 모공 블랙헤드 머드팩 100g,True,메디큐브 제로 모공 블랙헤드 머드팩
9,메디큐브,['medicube'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001925,2024-08-19,"['스킨케어', '바디케어', '마스크팩', '클렌징']",브랜드관^메디큐브_베스트^메디큐브 제로 모공 원데이 크림 50ml,True,메디큐브 제로 모공 원데이 크림
9,메디큐브,['medicube'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001925,2024-08-19,"['스킨케어', '바디케어', '마스크팩', '클렌징']",브랜드관^메디큐브_테마별상품전시_1^[유재석 PICK] 메디큐브 제로 모공 패드 마일드 70매,True,메디큐브 제로 모공 패드 마일드
9,메디큐브,['medicube'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001925,2024-08-19,"['스킨케어', '바디케어', '마스크팩', '클렌징']",브랜드관^메디큐브_베스트^메디큐브 레드 이레이징 크림 2.0 50ml,False,메디큐브 레드 이레이징 크림 2.0
9,메디큐브,['medicube'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001925,2024-08-19,"['스킨케어', '바디케어', '마스크팩', '클렌징']",브랜드관^메디큐브_베스트^메디큐브 레드 클리어 시카 바디 스크럽 270g,True,메디큐브 레드 클리어 시카 바디 스크럽
9,메디큐브,['medicube'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001925,2024-08-19,"['스킨케어', '바디케어', '마스크팩', '클렌징']",브랜드관^메디큐브_베스트^메디큐브 슈퍼시카 앰플 40ml,False,메디큐브 슈퍼시카 앰플
9,메디큐브,['medicube'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001925,2024-08-19,"['스킨케어', '바디케어', '마스크팩', '클렌징']",브랜드관^메디큐브_베스트^[수분진정] 메디큐브 슈퍼시카 패드 70매,False,메디큐브 슈퍼시카 패드
10,구달,['Goodal'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001436,2024-08-19,"['선케어', '스킨케어', '마스크팩', '클렌징']",브랜드관^구달_베스트^[구달X먼작귀][리필기획] 구달 청귤 비타C 잡티케어 패드 콜라보기획 (70매+70매리필+휴대용케이스),True,구달 청귤 비타C 잡티케어 패드 콜라보
10,구달,['Goodal'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001436,2024-08-19,"['선케어', '스킨케어', '마스크팩', '클렌징']",브랜드관^구달_베스트^[리필기획] 구달 맑은 어성초 진정 쿨링 선스틱 38g (19g+19g 리필),False,구달 맑은 어성초 진정 쿨링 선스틱
10,구달,['Goodal'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001436,2024-08-19,"['선케어', '스킨케어', '마스크팩', '클렌징']",브랜드관^구달_신상^[구달X먼작귀][1+1기획] 구달 맑은 어성초 진정 수분 톤업 선크림 50ml 1+1기획 (50ml+50ml+스티커),True,구달 맑은 어성초 진정 수분 톤업 선크림
10,구달,['Goodal'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001436,2024-08-19,"['선케어', '스킨케어', '마스크팩', '클렌징']",브랜드관^구달_베스트^[구달X먼작귀][더블기획]구달 청귤 비타C 수분 아이패치 콜라보기획 (60매+60매+왕 스티커),True,구달 청귤 비타C 수분 아이패치 콜라보
10,구달,['Goodal'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001436,2024-08-19,"['선케어', '스킨케어', '마스크팩', '클렌징']",브랜드관^구달_신상^[NEW]구달 청귤 비타C 토닝 클렌징밤 110ml,False,구달 청귤 비타C 토닝 클렌징밤
10,구달,['Goodal'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001436,2024-08-19,"['선케어', '스킨케어', '마스크팩', '클렌징']",브랜드관^구달_테마별상품전시_1^[구달X먼작귀][리필기획] 구달 청귤 비타C 잡티케어 크림 75ml 콜라보기획 (75ml+75ml리필+미니백),True,구달 청귤 비타C 잡티케어 크림
10,구달,['Goodal'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001436,2024-08-19,"['선케어', '스킨케어', '마스크팩', '클렌징']",브랜드관^구달_테마별상품전시_2^[구달X먼작귀][1+1기획] 구달 맑은 어성초 진정 수분 선크림 50ml 1+1기획 (50ml+50ml+스티커),True,구달 맑은 어성초 진정 수분 선크림
10,구달,['Goodal'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001436,2024-08-19,"['선케어', '스킨케어', '마스크팩', '클렌징']",브랜드관^구달_테마별상품전시_2^[구달X먼작귀][1+1기획] 구달 맑은 어성초 진정 무기자차 선크림 50ml 1+1기획 (50ml+50ml+스티커),True,구달 맑은 어성초 진정 무기자차 선크림
10,구달,['Goodal'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001436,2024-08-19,"['선케어', '스킨케어', '마스크팩', '클렌징']",브랜드관^구달_베스트^[구달X먼작귀][리필기획] 구달 청귤 비타C 잡티케어 세럼 50ml 콜라보기획 (50ml+50ml리필+파우치),True,구달 청귤 비타C 잡티케어 세럼
10,구달,['Goodal'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001436,2024-08-19,"['선케어', '스킨케어', '마스크팩', '클렌징']",브랜드관^구달_신상^[8월 올영픽][단독기획] 구달 청귤 비타C 잡티케어 세럼마스크 5매 (+1매 증정기획),True,구달 청귤 비타C 잡티케어 세럼마스크
10,구달,['Goodal'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001436,2024-08-19,"['선케어', '스킨케어', '마스크팩', '클렌징']",브랜드관^구달_베스트^[고윤정PICK] 구달 어성초 히알루론 수딩 클리어 패드 70매 (+10매 증정),True,구달 어성초 히알루론 수딩 클리어 패드
10,구달,['Goodal'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A001436,2024-08-19,"['선케어', '스킨케어', '마스크팩', '클렌징']",브랜드관^구달_베스트^[리필기획] 구달 청귤 비타C 잡티케어 크림 리필에디션 기획(75ml+75ml리필),True,구달 청귤 비타C 잡티케어 크림 리필에디션
11,이자녹스,['Isaknox'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A000029,2024-08-19,['스킨케어'],브랜드관^이자녹스_베스트^이자녹스 LXNEW 비타맥스 앰플 30ml,True,이자녹스 LXNEW 비타맥스 앰플
11,이자녹스,['Isaknox'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A000029,2024-08-19,['스킨케어'],브랜드관^이자녹스_베스트^이자녹스 에이지포커스 프라임 아이포올크림 30ml기획(+스킨20ml+에멀전20ml),True,이자녹스 에이지포커스 프라임 아이포올크림
11,이자녹스,['Isaknox'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A000029,2024-08-19,['스킨케어'],브랜드관^이자녹스_베스트^이자녹스 에이지포커스 바이탈 콜라겐 2종 세트(+스킨100ml+에멀전100ml),True,이자녹스 에이지포커스 바이탈 콜라겐
11,이자녹스,['Isaknox'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A000029,2024-08-19,['스킨케어'],브랜드관^이자녹스_베스트^이자녹스 에이지포커스 프라임 스페셜 세트(스킨100ml+에멀전100ml),True,이자녹스 에이지포커스 프라임 스페셜 세트
11,이자녹스,['Isaknox'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A000029,2024-08-19,['스킨케어'],브랜드관^이자녹스_베스트^이자녹스 에이지포커스 프라임 폴리노이드 크림 20ml기획(+세럼7ml+크림7ml),True,이자녹스 에이지포커스 프라임 폴리노이드 크림
13,포엘리에,['Foellie'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A002586,2024-08-19,"['맨즈케어', '헤어케어', '향수/디퓨저', '스킨케어', '바디케어', '클렌징']",브랜드관^포엘리에_신상^포엘리에 옴므 진정한 병풀 시카 로션 145ml,True,포엘리에 옴므 진정한 병풀 시카 로션
13,포엘리에,['Foellie'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A002586,2024-08-19,"['맨즈케어', '헤어케어', '향수/디퓨저', '스킨케어', '바디케어', '클렌징']",브랜드관^포엘리에_베스트^포엘리에 옴므 병풀 시카 논터치 미스트 스킨 100ml,True,포엘리에 옴므 병풀 시카 논터치 미스트 스킨
13,포엘리에,['Foellie'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A002586,2024-08-19,"['맨즈케어', '헤어케어', '향수/디퓨저', '스킨케어', '바디케어', '클렌징']",브랜드관^포엘리에_신상^포엘리에 옴므 퍼펙트 아크네 팩클렌저,True,포엘리에 옴므 퍼펙트 아크네 팩클렌저
13,포엘리에,['Foellie'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A002586,2024-08-19,"['맨즈케어', '헤어케어', '향수/디퓨저', '스킨케어', '바디케어', '클렌징']",브랜드관^포엘리에_신상^포엘리에 오드비쥬 이너퍼퓸 에비츄 에디션 5ml,True,포엘리에 오드비쥬 이너퍼퓸 에비츄 에디션
13,포엘리에,['Foellie'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A002586,2024-08-19,"['맨즈케어', '헤어케어', '향수/디퓨저', '스킨케어', '바디케어', '클렌징']",브랜드관^포엘리에_베스트^포엘리에 오드체리블라썸 이너퍼퓸,True,포엘리에 오드체리블라썸 이너퍼퓸
13,포엘리에,['Foellie'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A002586,2024-08-19,"['맨즈케어', '헤어케어', '향수/디퓨저', '스킨케어', '바디케어', '클렌징']",브랜드관^포엘리에_베스트^[대용량] 포엘리에 옴므 퍼펙트 쉴드 쉐이빙 젤,True,포엘리에 옴므 퍼펙트 쉴드 쉐이빙 젤
13,포엘리에,['Foellie'],https://www.oliveyoung.co.kr/store/display/getBrandShopDetail.do?onlBrndCd=A002586,2024-08-19,"['맨즈케어', '헤어케어', '향수/디퓨저', '스킨케어', '바디케어', '클렌징']",브랜드관^포엘리에_베스트^포엘리에 이너퍼퓸 미스트 오드봉봉 20ml,True,포엘리에 이너퍼퓸 미스트 오드봉봉
